Year	PRODUCTNDID	Category_1
2005	ND01350	Sauces_Soups_Condiments_Dressing
2006	ND01350	Sauces_Soups_Condiments_Dressing
2007	ND01350	Sauces_Soups_Condiments_Dressing
2009	ND01350	Sauces_Soups_Condiments_Dressing
2015	ND00919	Grains
2015	ND00933	Grains
2015	ND00926	Grains
1997	ND00948	Meats
2000	ND00948	Meats
2001	ND00948	Meats
2002	ND00948	Meats
2003	ND00948	Meats
2004	ND00948	Meats
2005	ND00948	Meats
2009	ND00948	Meats
2010	ND00948	Meats
2011	ND00948	Meats
2012	ND00948	Meats
2013	ND00948	Meats
2014	ND00948	Meats
2015	ND00932	Grains
1997	ND00950	Meats
2000	ND00950	Meats
2001	ND00950	Meats
2002	ND00950	Meats
2003	ND00950	Meats
2004	ND00950	Meats
2005	ND00950	Meats
2006	ND00950	Meats
2007	ND00950	Meats
2009	ND00950	Meats
2012	ND00950	Meats
2013	ND00950	Meats
2014	ND00950	Meats
2010	ND00950	Meats
2011	ND00950	Meats
2006	ND00948	Meats
2007	ND00948	Meats
1997	ND00951	Meats
2000	ND00951	Meats
2001	ND00951	Meats
2002	ND00951	Meats
2003	ND00951	Meats
2004	ND00951	Meats
2005	ND00951	Meats
2006	ND00951	Meats
2007	ND00951	Meats
2009	ND00951	Meats
2010	ND00951	Meats
2011	ND00951	Meats
2012	ND00951	Meats
2013	ND00951	Meats
2014	ND00951	Meats
2009	ND00696	Fats_and_Oils
2010	ND00696	Fats_and_Oils
2011	ND00696	Fats_and_Oils
2012	ND00696	Fats_and_Oils
2013	ND00696	Fats_and_Oils
2014	ND00696	Fats_and_Oils
2015	ND00940	Grains
2007	ND00695	Fats_and_Oils
2009	ND00695	Fats_and_Oils
2010	ND00695	Fats_and_Oils
2011	ND00695	Fats_and_Oils
2012	ND00695	Fats_and_Oils
2013	ND00695	Fats_and_Oils
2014	ND00695	Fats_and_Oils
2015	ND00941	Grains
1997	ND00695	Fats_and_Oils
2000	ND00695	Fats_and_Oils
2001	ND00695	Fats_and_Oils
2002	ND00695	Fats_and_Oils
2003	ND00695	Fats_and_Oils
2004	ND00695	Fats_and_Oils
2005	ND00695	Fats_and_Oils
2006	ND00695	Fats_and_Oils
2001	ND00920	Grains
2002	ND00920	Grains
2003	ND00920	Grains
2000	RNFD01195	Grains
2014	ND00920	Grains
2015	ND00942	Grains
2009	RNFD01197	Meats
2010	RNFD01197	Meats
2006	ND00976	Meats
2007	ND00976	Meats
2009	ND00976	Meats
2010	ND00976	Meats
2011	ND00976	Meats
2012	ND00976	Meats
2013	ND00976	Meats
2014	ND00976	Meats
2005	ND00987	Meats
2006	ND00987	Meats
2007	ND00987	Meats
2009	ND00987	Meats
2010	ND00987	Meats
2011	ND00987	Meats
2012	ND00987	Meats
2013	ND00987	Meats
2014	ND00987	Meats
2004	RNFD01199	Meats
2005	RNFD01199	Meats
2006	RNFD01199	Meats
2007	RNFD01199	Meats
2009	RNFD01199	Meats
2010	RNFD01199	Meats
2001	RNFD01200	Meats
2009	RNFD01201	Meats
2010	RNFD01201	Meats
2011	ND01416	Sauces_Soups_Condiments_Dressing
2012	ND01416	Sauces_Soups_Condiments_Dressing
2013	ND01416	Sauces_Soups_Condiments_Dressing
2014	ND01416	Sauces_Soups_Condiments_Dressing
2009	RNFD01202	Meats
2010	RNFD01202	Meats
2002	RNFD01203	Meats
2003	RNFD01203	Meats
2004	RNFD01203	Meats
2005	RNFD01203	Meats
2006	RNFD01203	Meats
2007	RNFD01203	Meats
2009	RNFD01203	Meats
2010	RNFD01203	Meats
2011	RNFD01204	Meats
2012	RNFD01204	Meats
2013	RNFD01204	Meats
2002	RNFD01204	Meats
2003	RNFD01204	Meats
2001	RNFD01204	Meats
2012	ND01138	Meats
2013	ND01138	Meats
2014	ND01138	Meats
2009	ND01092	Meats
2010	ND01092	Meats
2011	ND01092	Meats
2014	ND01091	Meats
2012	ND01091	Meats
2013	ND01091	Meats
2013	ND01139	Meats
2014	ND01139	Meats
2010	ND01139	Meats
2011	ND01139	Meats
2009	RNFD01214	Meats
2006	ND00988	Meats
2007	ND00988	Meats
2009	ND00988	Meats
2010	ND00988	Meats
2011	ND00988	Meats
2012	ND00988	Meats
2013	ND00988	Meats
2014	ND00988	Meats
2002	ND01130	Meats
2003	ND01130	Meats
2004	ND01130	Meats
2005	ND01130	Meats
2006	ND01130	Meats
2007	ND01130	Meats
2009	ND01130	Meats
2010	ND01130	Meats
2011	ND01130	Meats
2012	ND01130	Meats
2013	ND01130	Meats
2014	ND01130	Meats
1997	ND01130	Meats
2000	ND01130	Meats
2001	ND01130	Meats
2013	ND01132	Meats
2014	ND01132	Meats
2015	ND00976	Meats
2012	ND01131	Meats
2013	ND01131	Meats
2014	ND01131	Meats
2015	ND00987	Meats
2010	ND01132	Meats
2011	ND01132	Meats
2012	ND01132	Meats
2002	RNFD01219	Meats
2003	RNFD01219	Meats
2004	RNFD01219	Meats
2005	RNFD01219	Meats
2006	RNFD01219	Meats
2007	RNFD01219	Meats
2006	RNFD01220	Meats
2007	RNFD01220	Meats
2009	RNFD01220	Meats
2010	RNFD01220	Meats
2011	RNFD01220	Meats
2012	RNFD01220	Meats
2014	ND01726	Vegetables
2013	ND01726	Vegetables
2015	ND00988	Meats
2010	ND01383	Sauces_Soups_Condiments_Dressing
2011	ND01383	Sauces_Soups_Condiments_Dressing
1997	ND01293	Sauces_Soups_Condiments_Dressing
2000	ND01293	Sauces_Soups_Condiments_Dressing
2001	ND01293	Sauces_Soups_Condiments_Dressing
1997	ND01383	Sauces_Soups_Condiments_Dressing
2000	ND01383	Sauces_Soups_Condiments_Dressing
2001	ND01383	Sauces_Soups_Condiments_Dressing
2002	ND01383	Sauces_Soups_Condiments_Dressing
2003	ND01383	Sauces_Soups_Condiments_Dressing
2004	ND01383	Sauces_Soups_Condiments_Dressing
2005	ND01383	Sauces_Soups_Condiments_Dressing
2006	ND01383	Sauces_Soups_Condiments_Dressing
2007	ND01383	Sauces_Soups_Condiments_Dressing
2009	ND01383	Sauces_Soups_Condiments_Dressing
2014	ND01383	Sauces_Soups_Condiments_Dressing
2012	ND01383	Sauces_Soups_Condiments_Dressing
2013	ND01383	Sauces_Soups_Condiments_Dressing
2009	RNFD01227	Sweets
2009	RNFD01228	Sweets
2009	RNFD01230	Sweets
2009	RNFD01231	Sweets
2009	ND01293	Sauces_Soups_Condiments_Dressing
2010	ND01293	Sauces_Soups_Condiments_Dressing
2011	ND01293	Sauces_Soups_Condiments_Dressing
2012	ND01293	Sauces_Soups_Condiments_Dressing
2013	ND01293	Sauces_Soups_Condiments_Dressing
2014	ND01293	Sauces_Soups_Condiments_Dressing
2015	ND00977	Meats
1997	ND01397	Sauces_Soups_Condiments_Dressing
2000	ND01397	Sauces_Soups_Condiments_Dressing
2001	ND01397	Sauces_Soups_Condiments_Dressing
2002	ND01397	Sauces_Soups_Condiments_Dressing
2003	ND01397	Sauces_Soups_Condiments_Dressing
2010	ND01397	Sauces_Soups_Condiments_Dressing
2011	ND01397	Sauces_Soups_Condiments_Dressing
2012	ND01397	Sauces_Soups_Condiments_Dressing
2013	ND01397	Sauces_Soups_Condiments_Dressing
2014	ND01397	Sauces_Soups_Condiments_Dressing
1997	ND01389	Sauces_Soups_Condiments_Dressing
2000	ND01389	Sauces_Soups_Condiments_Dressing
2001	ND01389	Sauces_Soups_Condiments_Dressing
2002	ND01389	Sauces_Soups_Condiments_Dressing
2003	ND01389	Sauces_Soups_Condiments_Dressing
2009	ND01389	Sauces_Soups_Condiments_Dressing
2010	ND01389	Sauces_Soups_Condiments_Dressing
2011	ND01389	Sauces_Soups_Condiments_Dressing
2012	ND01389	Sauces_Soups_Condiments_Dressing
2013	ND01389	Sauces_Soups_Condiments_Dressing
2014	ND01389	Sauces_Soups_Condiments_Dressing
2002	ND01293	Sauces_Soups_Condiments_Dressing
2003	ND01293	Sauces_Soups_Condiments_Dressing
2004	ND01293	Sauces_Soups_Condiments_Dressing
2005	ND01293	Sauces_Soups_Condiments_Dressing
2006	ND01293	Sauces_Soups_Condiments_Dressing
2007	ND01293	Sauces_Soups_Condiments_Dressing
2004	ND01397	Sauces_Soups_Condiments_Dressing
2005	ND01397	Sauces_Soups_Condiments_Dressing
2006	ND01397	Sauces_Soups_Condiments_Dressing
2007	ND01397	Sauces_Soups_Condiments_Dressing
2009	ND01397	Sauces_Soups_Condiments_Dressing
2015	ND00989	Meats
2004	ND01389	Sauces_Soups_Condiments_Dressing
2005	ND01389	Sauces_Soups_Condiments_Dressing
2006	ND01389	Sauces_Soups_Condiments_Dressing
2007	ND01389	Sauces_Soups_Condiments_Dressing
2007	ND00642	Fats_and_Oils
2010	ND00642	Fats_and_Oils
2011	ND00642	Fats_and_Oils
2012	ND00642	Fats_and_Oils
2013	ND00642	Fats_and_Oils
2014	ND00642	Fats_and_Oils
2009	ND00642	Fats_and_Oils
2010	RNFD01242	Fats_and_Oils
2011	RNFD01242	Fats_and_Oils
2012	RNFD01242	Fats_and_Oils
2013	RNFD01242	Fats_and_Oils
2014	RNFD01242	Fats_and_Oils
2006	ND00642	Fats_and_Oils
2013	ND01121	Meats
2014	ND01121	Meats
2015	ND00948	Meats
2015	ND00950	Meats
2015	ND01023	Meats
2004	ND01580	Sweets
2005	ND01580	Sweets
2006	ND01580	Sweets
2007	ND01580	Sweets
2009	ND01580	Sweets
2010	ND01580	Sweets
2011	ND01580	Sweets
2012	ND01580	Sweets
2013	ND01580	Sweets
2013	ND01534	Sweets
2014	ND01534	Sweets
2013	ND01535	Sweets
2014	ND01535	Sweets
2015	ND01027	Meats
2015	ND01012	Meats
2009	RNFD01262	Sweets
2009	ND01566	Sweets
2009	ND01588	Sweets
2009	RNFD02905	Sweets
2009	RNFD01263	Sweets
2009	ND01570	Sweets
2010	ND01566	Sweets
2011	ND01566	Sweets
2012	ND01566	Sweets
2013	ND01566	Sweets
2014	ND01566	Sweets
2015	ND01013	Meats
2010	ND01588	Sweets
2011	ND01588	Sweets
2012	ND01588	Sweets
2013	ND01588	Sweets
2014	ND01588	Sweets
2010	ND01569	Sweets
2011	ND01569	Sweets
2012	ND01569	Sweets
2013	ND01569	Sweets
2014	ND01569	Sweets
2010	ND01570	Sweets
2011	ND01570	Sweets
2012	ND01570	Sweets
2013	ND01570	Sweets
2014	ND01570	Sweets
2015	ND01030	Meats
2009	ND01541	Sweets
2010	ND01541	Sweets
2011	ND01541	Sweets
2012	ND01541	Sweets
2013	ND01541	Sweets
2014	ND01541	Sweets
2015	ND01020	Meats
2005	ND01542	Sweets
2006	ND01542	Sweets
2007	ND01542	Sweets
2009	ND01542	Sweets
2010	ND01542	Sweets
2011	ND01542	Sweets
2012	ND01542	Sweets
2013	ND01542	Sweets
2014	ND01542	Sweets
2009	ND01577	Sweets
2009	RNFD01268	Sweets
2005	ND01545	Sweets
2006	ND01545	Sweets
2007	ND01545	Sweets
2009	ND01545	Sweets
2010	ND01545	Sweets
2011	ND01545	Sweets
2012	ND01545	Sweets
2013	ND01545	Sweets
2014	ND01545	Sweets
2010	ND01577	Sweets
2011	ND01577	Sweets
2012	ND01577	Sweets
2013	ND01577	Sweets
2014	ND01577	Sweets
2014	ND01580	Sweets
2010	RNFD01273	Sweets
2011	RNFD01273	Sweets
2012	RNFD01273	Sweets
2005	ND01547	Sweets
2006	ND01547	Sweets
2007	ND01547	Sweets
2009	ND01547	Sweets
2010	ND01547	Sweets
2011	ND01547	Sweets
2012	ND01547	Sweets
2013	ND01547	Sweets
2014	ND01547	Sweets
2005	ND01548	Sweets
2006	ND01548	Sweets
2007	ND01548	Sweets
2009	ND01548	Sweets
2010	ND01548	Sweets
2011	ND01548	Sweets
2012	ND01548	Sweets
2013	ND01548	Sweets
2014	ND01548	Sweets
2009	RNFD01276	Sweets
2010	RNFD01276	Sweets
2011	RNFD01276	Sweets
2009	ND01549	Sweets
2010	ND01549	Sweets
2011	ND01549	Sweets
2012	ND01549	Sweets
2013	ND01549	Sweets
2014	ND01549	Sweets
2015	ND00951	Meats
2005	RNFD01277	Sweets
2006	RNFD01277	Sweets
2007	RNFD01277	Sweets
2009	RNFD01277	Sweets
2009	RNFD01273	Sweets
2013	RNFD01280	Meats
2009	ND00738	Formulas
2010	ND00738	Formulas
2011	ND00738	Formulas
2012	ND00738	Formulas
2013	ND00738	Formulas
2014	ND00738	Formulas
2002	ND01250	Nuts_and_Seeds
2003	ND01250	Nuts_and_Seeds
2004	ND01250	Nuts_and_Seeds
2005	ND01250	Nuts_and_Seeds
2006	ND01250	Nuts_and_Seeds
2007	ND01250	Nuts_and_Seeds
2009	ND01250	Nuts_and_Seeds
2010	ND01250	Nuts_and_Seeds
2011	ND01250	Nuts_and_Seeds
2012	ND01250	Nuts_and_Seeds
2013	ND01250	Nuts_and_Seeds
2014	ND01250	Nuts_and_Seeds
2015	ND01044	Meats
1997	ND01251	Nuts_and_Seeds
2000	ND01251	Nuts_and_Seeds
2001	ND01251	Nuts_and_Seeds
2002	ND01251	Nuts_and_Seeds
2003	ND01251	Nuts_and_Seeds
2004	ND01251	Nuts_and_Seeds
2005	ND01251	Nuts_and_Seeds
2006	ND01251	Nuts_and_Seeds
2007	ND01251	Nuts_and_Seeds
2009	ND01251	Nuts_and_Seeds
2010	ND01251	Nuts_and_Seeds
2011	ND01251	Nuts_and_Seeds
2012	ND01251	Nuts_and_Seeds
2013	ND01251	Nuts_and_Seeds
2014	ND01251	Nuts_and_Seeds
2015	ND01045	Meats
2015	ND01043	Meats
2015	ND01042	Meats
2010	ND01023	Meats
2011	ND01023	Meats
2012	ND01023	Meats
2013	ND01023	Meats
2014	ND01023	Meats
2010	ND01027	Meats
2011	ND01027	Meats
2012	ND01027	Meats
2013	ND01027	Meats
2015	ND01047	Meats
2006	ND01023	Meats
2007	ND01023	Meats
2006	ND01027	Meats
2007	ND01027	Meats
2009	ND01023	Meats
2013	RNFD01291	Meats
2009	ND01027	Meats
2006	RNFD01282	Meats
2007	RNFD01282	Meats
2009	RNFD01282	Meats
2006	RNFD01286	Meats
2007	RNFD01286	Meats
2009	RNFD01286	Meats
2014	ND01027	Meats
2009	ND01012	Meats
2010	ND01012	Meats
2011	ND01012	Meats
2012	ND01012	Meats
2013	ND01012	Meats
2014	ND01012	Meats
2005	RNFD01295	Meats
2006	RNFD01295	Meats
2007	RNFD01295	Meats
2009	ND01013	Meats
2010	ND01013	Meats
2011	ND01013	Meats
2012	ND01013	Meats
2013	ND01013	Meats
2014	ND01013	Meats
2004	RNFD01297	Meats
2005	RNFD01297	Meats
2006	RNFD01297	Meats
2007	RNFD01297	Meats
2015	ND01065	Meats
2010	RNFD01315	Meats
2011	RNFD01315	Meats
2001	RNFD01317	Meats
2006	RNFD01317	Meats
2007	RNFD01317	Meats
2009	RNFD01317	Meats
2010	RNFD01317	Meats
2015	ND01064	Meats
2012	ND01030	Meats
2013	ND01030	Meats
2014	ND01030	Meats
2015	ND01071	Meats
2012	ND01020	Meats
2013	ND01020	Meats
2014	ND01020	Meats
2015	ND01072	Meats
2006	RNFD01325	Meats
2007	RNFD01325	Meats
2009	RNFD01325	Meats
2010	RNFD01325	Meats
2006	ND01030	Meats
2007	ND01030	Meats
2009	ND01030	Meats
2006	ND01020	Meats
2007	ND01020	Meats
2009	ND01020	Meats
2013	ND00860	Grains
2015	ND01073	Meats
2015	ND01079	Meats
2001	RNFD01330	Beverages
2002	RNFD01330	Beverages
2001	RNFD01334	Beverages
2002	RNFD01334	Beverages
2003	RNFD01330	Beverages
2003	RNFD01334	Beverages
2009	RNFD01335	Vegetables
1997	RNFD01365	Meats
2000	RNFD01365	Meats
2015	ND01166	Meats
2005	ND01345	Sauces_Soups_Condiments_Dressing
2006	ND01345	Sauces_Soups_Condiments_Dressing
2007	ND01345	Sauces_Soups_Condiments_Dressing
2005	ND01346	Sauces_Soups_Condiments_Dressing
2006	ND01346	Sauces_Soups_Condiments_Dressing
2007	ND01346	Sauces_Soups_Condiments_Dressing
2009	ND01346	Sauces_Soups_Condiments_Dressing
2009	ND01345	Sauces_Soups_Condiments_Dressing
2005	ND01324	Sauces_Soups_Condiments_Dressing
2006	ND01324	Sauces_Soups_Condiments_Dressing
2007	ND01324	Sauces_Soups_Condiments_Dressing
2009	ND01324	Sauces_Soups_Condiments_Dressing
2005	RNFD01409	Sauces_Soups_Condiments_Dressing
2006	RNFD01409	Sauces_Soups_Condiments_Dressing
2007	RNFD01409	Sauces_Soups_Condiments_Dressing
2009	RNFD01409	Sauces_Soups_Condiments_Dressing
2010	ND01345	Sauces_Soups_Condiments_Dressing
2011	ND01345	Sauces_Soups_Condiments_Dressing
2012	ND01345	Sauces_Soups_Condiments_Dressing
2013	ND01345	Sauces_Soups_Condiments_Dressing
2014	ND01345	Sauces_Soups_Condiments_Dressing
2012	ND01324	Sauces_Soups_Condiments_Dressing
2013	ND01324	Sauces_Soups_Condiments_Dressing
2014	ND01324	Sauces_Soups_Condiments_Dressing
2015	ND01092	Meats
2015	ND01116	Meats
2010	ND01346	Sauces_Soups_Condiments_Dressing
2011	ND01346	Sauces_Soups_Condiments_Dressing
2012	ND01346	Sauces_Soups_Condiments_Dressing
2013	ND01346	Sauces_Soups_Condiments_Dressing
2014	ND01346	Sauces_Soups_Condiments_Dressing
2015	ND01111	Meats
2015	ND01118	Meats
2015	ND01102	Meats
2012	ND01329	Sauces_Soups_Condiments_Dressing
2013	ND01329	Sauces_Soups_Condiments_Dressing
2014	ND01329	Sauces_Soups_Condiments_Dressing
2010	ND01329	Sauces_Soups_Condiments_Dressing
2011	ND01329	Sauces_Soups_Condiments_Dressing
2010	ND01324	Sauces_Soups_Condiments_Dressing
2011	ND01324	Sauces_Soups_Condiments_Dressing
2009	ND00717	Formulas
2005	ND00719	Formulas
2006	ND00719	Formulas
2007	ND00719	Formulas
2009	ND00719	Formulas
2010	ND00719	Formulas
2011	ND00719	Formulas
2012	ND00719	Formulas
2013	ND00719	Formulas
2014	ND00719	Formulas
2012	ND00718	Formulas
2013	ND00718	Formulas
2014	ND00718	Formulas
2009	ND01379	Sauces_Soups_Condiments_Dressing
2010	ND01379	Sauces_Soups_Condiments_Dressing
2011	ND01379	Sauces_Soups_Condiments_Dressing
2012	ND01379	Sauces_Soups_Condiments_Dressing
2013	ND01379	Sauces_Soups_Condiments_Dressing
2014	ND01379	Sauces_Soups_Condiments_Dressing
2015	ND01121	Meats
2000	ND01379	Sauces_Soups_Condiments_Dressing
2001	ND01379	Sauces_Soups_Condiments_Dressing
2002	ND01379	Sauces_Soups_Condiments_Dressing
2003	ND01379	Sauces_Soups_Condiments_Dressing
2004	ND01379	Sauces_Soups_Condiments_Dressing
2005	ND01379	Sauces_Soups_Condiments_Dressing
2006	ND01379	Sauces_Soups_Condiments_Dressing
2007	ND01379	Sauces_Soups_Condiments_Dressing
2009	RNFD01434	Fats_and_Oils
2009	RNFD01436	Fats_and_Oils
2011	RNFD01436	Fats_and_Oils
2012	RNFD01436	Fats_and_Oils
2013	RNFD01436	Fats_and_Oils
2011	RNFD01437	Seafood
2015	ND01129	Meats
2005	ND01552	Sweets
2006	ND01552	Sweets
2007	ND01552	Sweets
2009	ND01552	Sweets
2010	ND01552	Sweets
2011	ND01552	Sweets
2012	ND01552	Sweets
2013	ND01552	Sweets
2014	ND01552	Sweets
2015	ND01127	Meats
2015	ND01130	Meats
2015	ND01131	Meats
2015	ND01139	Meats
2015	ND01137	Meats
2015	ND01141	Meats
2009	ND00404	Dairy_and_Egg
2013	ND00404	Dairy_and_Egg
2014	ND00404	Dairy_and_Egg
2004	RNFD02903	Dairy_and_Egg
2005	RNFD02903	Dairy_and_Egg
2006	RNFD02903	Dairy_and_Egg
2007	RNFD02903	Dairy_and_Egg
2009	RNFD02903	Dairy_and_Egg
2012	ND01364	Sauces_Soups_Condiments_Dressing
2013	ND01364	Sauces_Soups_Condiments_Dressing
2014	ND01364	Sauces_Soups_Condiments_Dressing
2015	ND01146	Meats
2010	ND01365	Sauces_Soups_Condiments_Dressing
2011	ND01365	Sauces_Soups_Condiments_Dressing
2012	ND01365	Sauces_Soups_Condiments_Dressing
2013	ND01365	Sauces_Soups_Condiments_Dressing
2014	ND01365	Sauces_Soups_Condiments_Dressing
2004	RNFD01486	Sauces_Soups_Condiments_Dressing
2005	RNFD01486	Sauces_Soups_Condiments_Dressing
2006	RNFD01486	Sauces_Soups_Condiments_Dressing
2007	RNFD01486	Sauces_Soups_Condiments_Dressing
2009	RNFD01486	Sauces_Soups_Condiments_Dressing
2004	ND00343	Dairy_and_Egg
2005	ND00343	Dairy_and_Egg
2006	ND00343	Dairy_and_Egg
2007	ND00343	Dairy_and_Egg
2009	ND00343	Dairy_and_Egg
2010	ND00343	Dairy_and_Egg
2011	ND00343	Dairy_and_Egg
2012	ND00343	Dairy_and_Egg
2015	ND01164	Meats
2010	ND00321	Dairy_and_Egg
2011	ND00321	Dairy_and_Egg
2012	ND00321	Dairy_and_Egg
2013	ND00321	Dairy_and_Egg
2014	ND00321	Dairy_and_Egg
2015	ND01156	Meats
2002	ND00321	Dairy_and_Egg
2003	ND00321	Dairy_and_Egg
2004	ND00321	Dairy_and_Egg
2005	ND00321	Dairy_and_Egg
2006	ND00321	Dairy_and_Egg
2007	ND00321	Dairy_and_Egg
2009	ND00321	Dairy_and_Egg
2002	ND00316	Dairy_and_Egg
2003	ND00316	Dairy_and_Egg
2004	ND00316	Dairy_and_Egg
2005	ND00316	Dairy_and_Egg
2006	ND00316	Dairy_and_Egg
2007	ND00316	Dairy_and_Egg
2009	ND00316	Dairy_and_Egg
2010	ND00316	Dairy_and_Egg
2011	ND00316	Dairy_and_Egg
2012	ND00316	Dairy_and_Egg
2013	ND00316	Dairy_and_Egg
2014	ND00316	Dairy_and_Egg
1997	RNFD01493	Dairy_and_Egg
2000	RNFD01493	Dairy_and_Egg
2001	RNFD01493	Dairy_and_Egg
2015	ND01150	Meats
2014	ND00399	Dairy_and_Egg
2013	ND01352	Sauces_Soups_Condiments_Dressing
2014	ND01352	Sauces_Soups_Condiments_Dressing
2009	RNFD01495	Sweets
2009	RNFD01496	Sweets
2009	RNFD01497	Sweets
2013	ND00343	Dairy_and_Egg
2014	ND00343	Dairy_and_Egg
2010	ND01299	Sauces_Soups_Condiments_Dressing
2011	ND01299	Sauces_Soups_Condiments_Dressing
2012	ND01299	Sauces_Soups_Condiments_Dressing
2013	ND01299	Sauces_Soups_Condiments_Dressing
2014	ND01299	Sauces_Soups_Condiments_Dressing
2000	ND00340	Dairy_and_Egg
2002	ND00340	Dairy_and_Egg
2003	ND00340	Dairy_and_Egg
2004	ND00340	Dairy_and_Egg
2005	ND00340	Dairy_and_Egg
2006	ND00340	Dairy_and_Egg
2007	ND00340	Dairy_and_Egg
2009	ND00340	Dairy_and_Egg
2010	ND00340	Dairy_and_Egg
2011	ND00340	Dairy_and_Egg
2012	ND00340	Dairy_and_Egg
2013	ND00340	Dairy_and_Egg
2014	ND00340	Dairy_and_Egg
2000	ND00330	Dairy_and_Egg
2001	ND00330	Dairy_and_Egg
2002	ND00330	Dairy_and_Egg
2003	ND00330	Dairy_and_Egg
2004	ND00330	Dairy_and_Egg
2005	ND00330	Dairy_and_Egg
2006	ND00330	Dairy_and_Egg
2007	ND00330	Dairy_and_Egg
2009	ND00330	Dairy_and_Egg
2010	ND00330	Dairy_and_Egg
2011	ND00330	Dairy_and_Egg
2012	ND00330	Dairy_and_Egg
2013	ND00330	Dairy_and_Egg
2014	ND00331	Dairy_and_Egg
2009	RNFD01500	Dairy_and_Egg
2010	RNFD01500	Dairy_and_Egg
2011	RNFD01500	Dairy_and_Egg
2012	RNFD01500	Dairy_and_Egg
2013	RNFD01500	Dairy_and_Egg
2009	ND00344	Dairy_and_Egg
2010	ND00344	Dairy_and_Egg
2011	ND00344	Dairy_and_Egg
2014	ND00344	Dairy_and_Egg
2013	ND00344	Dairy_and_Egg
2009	ND00376	Dairy_and_Egg
2010	ND00376	Dairy_and_Egg
2011	ND00376	Dairy_and_Egg
2012	ND00376	Dairy_and_Egg
2013	ND00376	Dairy_and_Egg
2014	ND00376	Dairy_and_Egg
2012	ND00344	Dairy_and_Egg
2014	ND00330	Dairy_and_Egg
2015	ND01175	Meats
2002	ND01364	Sauces_Soups_Condiments_Dressing
2003	ND01364	Sauces_Soups_Condiments_Dressing
2004	ND01364	Sauces_Soups_Condiments_Dressing
2005	ND01364	Sauces_Soups_Condiments_Dressing
2006	ND01364	Sauces_Soups_Condiments_Dressing
2007	ND01364	Sauces_Soups_Condiments_Dressing
2009	ND01364	Sauces_Soups_Condiments_Dressing
2000	ND01364	Sauces_Soups_Condiments_Dressing
2001	ND01364	Sauces_Soups_Condiments_Dressing
2010	ND00404	Dairy_and_Egg
2011	ND00404	Dairy_and_Egg
2012	ND00404	Dairy_and_Egg
2002	ND00367	Dairy_and_Egg
2003	ND00367	Dairy_and_Egg
2004	ND00367	Dairy_and_Egg
2005	ND00367	Dairy_and_Egg
2006	ND00367	Dairy_and_Egg
2007	ND00367	Dairy_and_Egg
2009	ND00367	Dairy_and_Egg
1997	ND00367	Dairy_and_Egg
2000	ND00367	Dairy_and_Egg
2001	ND00367	Dairy_and_Egg
2010	ND00360	Dairy_and_Egg
2012	ND00360	Dairy_and_Egg
2013	ND00360	Dairy_and_Egg
2014	ND00360	Dairy_and_Egg
2013	ND00367	Dairy_and_Egg
2014	ND00367	Dairy_and_Egg
2015	ND01177	Meats
2013	ND00357	Dairy_and_Egg
2014	ND00357	Dairy_and_Egg
2015	ND01203	Meats
2009	ND00588	Dairy_and_Egg
2010	ND00588	Dairy_and_Egg
2011	ND00588	Dairy_and_Egg
2012	ND00588	Dairy_and_Egg
2013	ND00588	Dairy_and_Egg
2013	ND00589	Dairy_and_Egg
1997	ND01299	Sauces_Soups_Condiments_Dressing
2000	ND01299	Sauces_Soups_Condiments_Dressing
2001	ND01299	Sauces_Soups_Condiments_Dressing
2002	ND01299	Sauces_Soups_Condiments_Dressing
2003	ND01299	Sauces_Soups_Condiments_Dressing
2004	ND01299	Sauces_Soups_Condiments_Dressing
2005	ND01299	Sauces_Soups_Condiments_Dressing
2006	ND01299	Sauces_Soups_Condiments_Dressing
2007	ND01299	Sauces_Soups_Condiments_Dressing
2009	ND01299	Sauces_Soups_Condiments_Dressing
2000	ND00341	Dairy_and_Egg
2001	ND00341	Dairy_and_Egg
2002	ND00341	Dairy_and_Egg
2003	ND00341	Dairy_and_Egg
2004	ND00341	Dairy_and_Egg
2005	ND00341	Dairy_and_Egg
2006	ND00341	Dairy_and_Egg
2007	ND00341	Dairy_and_Egg
2009	ND00341	Dairy_and_Egg
2012	ND00341	Dairy_and_Egg
2013	ND00341	Dairy_and_Egg
2014	ND00341	Dairy_and_Egg
2015	RNFD02904	Meats
2015	ND01205	Meats
2015	ND01208	Meats
2015	ND01206	Meats
2000	RNFD01514	Dairy_and_Egg
2010	ND01364	Sauces_Soups_Condiments_Dressing
2011	ND01364	Sauces_Soups_Condiments_Dressing
2014	ND00940	Grains
2011	ND00940	Grains
2012	ND00940	Grains
2013	ND00940	Grains
2000	ND01378	Sauces_Soups_Condiments_Dressing
2001	ND01378	Sauces_Soups_Condiments_Dressing
2002	ND01378	Sauces_Soups_Condiments_Dressing
2003	ND01378	Sauces_Soups_Condiments_Dressing
2004	ND01378	Sauces_Soups_Condiments_Dressing
2005	ND01378	Sauces_Soups_Condiments_Dressing
2006	ND01378	Sauces_Soups_Condiments_Dressing
2007	ND01378	Sauces_Soups_Condiments_Dressing
2009	ND01378	Sauces_Soups_Condiments_Dressing
2010	ND01378	Sauces_Soups_Condiments_Dressing
2011	ND01378	Sauces_Soups_Condiments_Dressing
2012	ND01378	Sauces_Soups_Condiments_Dressing
