"","PRODUCTNDID","X203","X204","X205","X207","X208","X209","X210","X211","X212","X213","X214","X221","X255","X257","X262","X263","X268","X269","X287","X291","X301","X303","X304","X305","X306","X307","X309","X312","X313","X315","X317","X318","X319","X320","X321","X322","X323","X324","X325","X326","X328","X334","X337","X338","X341","X342","X343","X344","X345","X346","X347","X401","X404","X405","X406","X410","X415","X417","X418","X421","X428","X429","X430","X431","X432","X435","X454","X501","X502","X503","X504","X505","X506","X507","X508","X509","X510","X511","X512","X513","X514","X515","X516","X517","X518","X521","X573","X578","X601","X605","X606","X607","X608","X609","X610","X611","X612","X613","X614","X615","X617","X618","X619","X620","X621","X624","X625","X626","X627","X628","X629","X630","X631","X636","X638","X639","X641","X645","X646","X652","X653","X654","X662","X663","X664","X665","X666","X669","X670","X671","X672","X673","X674","X675","X676","X685","X687","X689","X693","X695","X696","X697","X851","X852","X853","X855","X856","X857","X858","X859","CHOdec","CHOdec2"
"21","ND00079",0.585,0.15,17.395,0.61,71,NA,NA,NA,NA,NA,NA,0,81.26,NA,0,0,297,11.835,NA,1.9,0.0125,0.000315,0.01,0.0175,0.19,0.0015,0.000115,9.55e-05,NA,NA,5.5e-07,0.0011125,0,2e-06,2.15e-05,2e-06,0.000355,0,NA,NA,0,8e-06,0,3.65e-05,NA,NA,NA,NA,NA,NA,NA,0.00115,2.3e-05,0.00012,0.000402,NA,6.85e-05,2e-06,0,0.00295,NA,NA,1.13e-05,0,2e-06,2e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.014,0,0,0,0,0,0,0.01,0.002,NA,0.066,0.028,0.0015,0,0,NA,NA,0.001,0,0,0,0,0,NA,NA,NA,NA,0.066,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.41,17.41
"22","ND00080",1.09,0.33,22.84,0.82,89,5.38,2.39,4.98,4.85,0,0.01,0,74.91,NA,0,0,371,12.23,0,2.6,0.005,0.00026,0.027,0.022,0.358,0.001,0.00015,7.8e-05,2.2e-06,0.00027,1e-06,0.0016,0,3e-06,2.6e-05,2.5e-05,1e-04,0,NA,NA,0,0,0,2.2e-05,0,2e-05,1e-05,6e-05,0,0,0,0.0087,3.1e-05,7.3e-05,0.000665,0.000334,0.000367,2e-05,0,0.0098,NA,0,5e-07,0,2e-05,2e-05,1e-04,0.009,0.028,0.028,0.068,0.05,0.008,0.009,0.049,0.009,0.047,0.049,0.077,0.04,0.124,0.152,0.038,0.028,0.04,NA,0,0,0,0,0.112,0,0,0,0.001,0.002,0.002,0.102,0.005,NA,0.022,0.046,0.027,0,0,NA,NA,0.01,0,0,0,0,0,0.016,NA,NA,NA,0.032,0.073,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,22.84,22.84
"23","ND00084",1.09,0.33,22.84,0.82,89,5.38,2.39,4.98,4.85,0,0.01,0,74.91,NA,0,0,371,12.23,0,2.6,0.005,0.00026,0.027,0.022,0.358,0.001,0.00015,7.8e-05,2.2e-06,0.00027,1e-06,0.0016,0,3e-06,2.6e-05,2.5e-05,1e-04,0,NA,NA,0,0,0,2.2e-05,0,2e-05,1e-05,6e-05,0,0,0,0.0087,3.1e-05,7.3e-05,0.000665,0.000334,0.000367,2e-05,0,0.0098,NA,0,5e-07,0,2e-05,2e-05,1e-04,0.009,0.028,0.028,0.068,0.05,0.008,0.009,0.049,0.009,0.047,0.049,0.077,0.04,0.124,0.152,0.038,0.028,0.04,NA,0,0,0,0,0.112,0,0,0,0.001,0.002,0.002,0.102,0.005,NA,0.022,0.046,0.027,0,0,NA,NA,0.01,0,0,0,0,0,0.016,NA,NA,NA,0.032,0.073,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,22.84,22.84
"24","ND00085",0.47,0.165,7.24,0.295,32.5,0,1.69,2.055,2.005,0,0,0,41.825,NA,0,0,135.5,5.75,0,0.65,0.002,0.000115,0.0035,0.0075,0.0975,0.002,5.5e-05,1.5e-05,0,1.85e-05,5e-08,0.002925,0,1.7e-05,0.000189,0,0.000995,0,NA,NA,0,3.4e-05,0,8.15e-05,0,2.5e-05,0,0,0,0,0,0.02305,7.5e-06,3.85e-05,0.00082,4.15e-05,9e-06,1.05e-05,0,0.00425,0,0,3.3e-06,0,1.05e-05,1.05e-05,2e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.01,0,0,0,0,0,0,0.01,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0.005,0.02,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,7.28375,7.28375
"25","ND00086",0.51999999948,0.20999999979,14.96999998503,0.45333333288,57.666666609,NA,NA,NA,NA,NA,NA,0,83.84333324949,NA,0,0,240.333333093,9.5333333238,NA,2.1666666645,0.005666666661,0.00024333333309,0.012666666654,0.012999999987,0.187333333146,0.001333333332,8.666666658e-05,5.666666661e-05,NA,NA,5.666666661e-07,0.00091666666575,0,1.666666665e-06,1.5999999984e-05,8.333333325e-06,0.00011666666655,0,NA,NA,0,3.33333333e-06,0,2.5333333308e-05,NA,NA,NA,NA,NA,NA,NA,0.0113999999886,2.333333331e-05,4.3666666623e-05,0.000312666666354,0.000154999999845,0.000133999999866,8.999999991e-06,0,0.0051999999948,NA,NA,1.3999999986e-06,0,8.999999991e-06,8.999999991e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.043999999956,0,0,0,0.000333333333,0.000666666666,0.000666666666,0.038999999961,0.002666666664,NA,0.021333333312,0.034666666632,0.00999999999,0,0,NA,NA,0.00333333333,0,0,0,0,0,NA,NA,NA,NA,0.025333333308,0.044333333289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.96999998503,14.96999998503
"26","ND00091",0.95,0.32,18.09,0.6,71,2.69,4.22,3.555,3.625,0,0.005,0,80.04,NA,0,0,297,11.405,0,2.2,0.021,0.000205,0.0195,0.021,0.262,0.0015,0.00011,6e-05,NA,0.0001545,5.5e-07,0.0093125,0,1.85e-05,9.05e-05,6.3e-05,0.00015,0,NA,NA,0,0.0002035,0,8e-05,0,1e-05,5e-06,5.5e-05,0,0,0,0.0177,4.45e-05,5.45e-05,0.0005205,0.000275,0.0002225,1.8e-05,0,0.01,NA,0,2.5e-07,0,1.8e-05,1.8e-05,1e-04,0.0055,0.022,0.0225,0.048,0.041,0.005,0.0055,0.0335,0.012,0.034,0.0585,0.044,0.034,0.1265,0.1065,0.0285,0.051,0.0365,NA,0,0,0,0,0.0755,0,0,0,5e-04,0.001,0.002,0.0685,0.0035,NA,0.0375,0.047,0.0225,0,0,NA,NA,0.0085,0,0,0,0,0,NA,NA,NA,NA,0.046,0.069,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,18.09,18.09
"27","ND00094",0.83666666583,0.25666666641,17.45333331588,0.55666666611,67.999999932,1.79333333154,1.36999999863,5.74999999425,5.34999999465,0,0.02999999997,0,80.89333325244,NA,0,0,283.666666383,12.54333332079,0.04666666662,1.6333333317,0.006999999993,0.00026333333307,0.013666666653,0.019333333314,0.235333333098,0.000999999999,0.00010666666656,8.7333333246e-05,3.999999996e-06,0.000130999999869,3.666666663e-07,0.003958333329375,0,7.666666659e-06,8.4999999915e-05,8.666666658e-06,0.00018333333315,0,NA,NA,0,1.1666666655e-05,0,5.5666666611e-05,0,5.666666661e-05,3.33333333e-06,3.33333333e-05,0,3.33333333e-06,0,0.0071333333262,4.2666666624e-05,5.6333333277e-05,0.00042333333291,0.000172999999827,0.000160666666506,8.999999991e-06,0,0.0057666666609,NA,0,7.1666666595e-06,0,8.999999991e-06,8.999999991e-06,NA,0.009666666657,0.01999999998,0.017666666649,0.034999999965,0.030999999969,0.008333333325,0.006999999993,0.027333333306,0.008999999991,0.028333333305,0.062666666604,0.035999999964,0.02999999997,0.171333333162,0.089333333244,0.020999999979,0.044999999955,0.028333333305,NA,0,0,0,0,0.060999999939,0,0,0,0.000333333333,0.000666666666,0.000999999999,0.053999999946,0.004666666662,NA,0.053666666613,0.042333333291,0.012666666654,0,0,NA,NA,0.003999999996,0,0,0,0,0,0.008999999991,NA,NA,NA,0.057666666609,0.054999999945,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,17.45333331588,17.45333331588
"28","ND00097",0.3,0.2,10.8,0.3,42,NA,NA,NA,NA,NA,NA,0,88.4,NA,0,0,174,6.98,NA,2.8,0.008,0.00024,0.008,0.012,0.13,0.001,8e-05,6.5e-05,1e-06,NA,4e-07,0.000425,0,1e-06,9e-06,0,9e-05,0,NA,NA,0,1e-06,0,3.6e-05,NA,NA,NA,NA,NA,NA,NA,0.0245,1.3e-05,2.8e-05,0.000189,9e-05,8e-06,4e-06,0,0.0036,NA,NA,3.2e-06,0,4e-06,4e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.012,0,0,0,0,0,0,0.008,0.002,NA,0.04,0.046,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0.042,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,10.8
"29","ND00098",0.71,0.37,25.78,0.91,109,NA,NA,NA,NA,NA,NA,0,72.23,NA,0,0,457,19.29,NA,1.4,0,0.00014,0.03,0.024,0.395,0.001,0.00023,8.7e-05,2.4e-06,3e-04,1.1e-06,0.001725,0,3e-06,2.8e-05,2.7e-05,0.00012,0,NA,NA,0,0,0,2.4e-05,0,2e-05,1e-05,7e-05,0,0,0,0.0129,3.5e-05,8e-05,0.000728,0.000368,0.000395,2.2e-05,0,0.0108,NA,0,6e-07,0,2.2e-05,2.2e-05,1e-04,0.009,0.031,0.03,0.073,0.054,0.009,0.01,0.053,0.01,0.05,0.053,0.083,0.043,0.136,0.165,0.041,0.031,0.043,NA,0,0,0,NA,0.121,0,0,0,0.001,0.002,0.003,0.11,0.005,NA,0.025,0.053,0.031,0,0,NA,NA,0.011,0,0,0,0,0,0.017,NA,NA,NA,0.036,0.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.78,25.78
"30","ND00101",12.03,2.52,2.43,0.57,81,NA,NA,NA,NA,NA,NA,0,82.44,NA,0,0,337,0,NA,0,0.005,0.00098,0.011,0.093,0.187,0.041,0.00222,0.000148,NA,3.7e-05,2.9e-06,0,0,0,0,0,0.00037,0.0045,NA,NA,4e-07,0,0,0,0,0,0,4e-05,0,0,0,0.0021,1.3e-05,0.000135,0.002495,8.3e-05,3.9e-05,8e-06,1.26e-06,0.0376,1e-06,0,6e-07,0,8e-06,8e-06,0.0031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.051,NA,1.18,0,0,0,0,0,0.06,0.53,0.54,0,0.86,0.09,0.04,0.01,0,0,0,0.07,0.02,0,0,0,0,NA,NA,NA,NA,0.95,0.16,0.01,0.04,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.02,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,2.55,2.55
"31","ND00102",11.5,6.2,1.4,0.58,111,NA,NA,NA,NA,NA,NA,0,80.32,NA,0,0,463,0,NA,0,0.041,7e-04,0.012,0.117,0.135,0.049,0.00177,0.000148,NA,3.7e-05,1.2e-05,0,0,0,0,0,8e-05,0.0102,NA,NA,8e-07,0,0,0,0,3e-05,0,4e-05,0,0,0,0.0022,8e-06,0.000163,0.00261,0.00041,2.9e-05,8e-06,1.11e-06,0.0398,1.87e-05,0,0,0,8e-06,8e-06,0.0047,0.149,0.633,0.717,1.138,1.184,0.443,0.174,0.59,0.503,0.727,0.909,0.366,0.905,1.426,2.267,0.941,0.704,0.562,NA,0,0,0.058,NA,1.641,0,0,0,0,0,0.04,0.77,0.33,0,1.52,1.04,0.06,0.05,0,0,0,0.14,0.02,0.01,0,0,0.04,NA,NA,NA,NA,2.384,1.741,0,0.01,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.01,NA,2.3,2.3
"32","ND00103",13.7,7.9,0.1,0.49,130,NA,NA,NA,NA,NA,NA,0,77.5,NA,0,0,545,0,NA,0,0.064,0.0014,0.013,0.097,0.141,0.049,0.00121,4.5e-05,NA,NA,1.1e-05,0.000525,6e-06,6e-06,0,0,0.00025,0.0033,NA,3e-07,3e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.0017,1.4e-05,0.000152,0.003255,0.00068,2e-04,3e-06,4e-07,0.0432,NA,NA,1e-06,0,3e-06,3e-06,0.0116,0.156,0.615,0.645,1.058,1.144,0.367,0.18,0.558,0.439,0.689,0.957,0.415,0.871,1.269,1.982,0.913,0.707,0.498,NA,0,0,0.061,NA,2.03,0,0,0,0,0,0.05,1.48,0.42,NA,3.25,1.85,0.04,0.03,0,NA,NA,0.29,0,0.02,0,0,0,NA,NA,NA,NA,3.56,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.025,1.025
"33","ND00104",12.03,2.52,2.43,0.57,81,NA,NA,NA,NA,NA,NA,0,82.44,NA,0,0,337,0,NA,0,0.005,0.00098,0.011,0.093,0.187,0.041,0.00222,0.000148,NA,3.7e-05,2.9e-06,0,0,0,0,0,0.00037,0.0045,NA,NA,4e-07,0,0,0,0,0,0,4e-05,0,0,0,0.0021,1.3e-05,0.000135,0.002495,8.3e-05,3.9e-05,8e-06,1.26e-06,0.0376,1e-06,0,6e-07,0,8e-06,8e-06,0.0031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.051,NA,1.18,0,0,0,0,0,0.06,0.53,0.54,0,0.86,0.09,0.04,0.01,0,0,0,0.07,0.02,0,0,0,0,NA,NA,NA,NA,0.95,0.16,0.01,0.04,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.02,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,2.55,2.55
"34","ND00105",11.5,6.2,1.4,0.58,111,NA,NA,NA,NA,NA,NA,0,80.32,NA,0,0,463,0,NA,0,0.041,7e-04,0.012,0.117,0.135,0.049,0.00177,0.000148,NA,3.7e-05,1.2e-05,0,0,0,0,0,8e-05,0.0102,NA,NA,8e-07,0,0,0,0,3e-05,0,4e-05,0,0,0,0.0022,8e-06,0.000163,0.00261,0.00041,2.9e-05,8e-06,1.11e-06,0.0398,1.87e-05,0,0,0,8e-06,8e-06,0.0047,0.149,0.633,0.717,1.138,1.184,0.443,0.174,0.59,0.503,0.727,0.909,0.366,0.905,1.426,2.267,0.941,0.704,0.562,NA,0,0,0.058,NA,1.641,0,0,0,0,0,0.04,0.77,0.33,0,1.52,1.04,0.06,0.05,0,0,0,0.14,0.02,0.01,0,0,0.04,NA,NA,NA,NA,2.384,1.741,0,0.01,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.01,NA,2.3,2.3
"35","ND00106",11.3,3.8,3.7,0.7,97,NA,NA,NA,NA,NA,NA,0,80.5,NA,0,0,407,0,NA,0,0.006,0.00103,0.013,0.081,0.204,0.044,0.00225,6.5e-05,NA,NA,1.42e-05,0.000125,2e-06,2e-06,0,0,0.00013,0.0054,NA,4e-07,4e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.0021,0.000139,0.000154,0.002633,0.00051,0.000252,2e-06,1e-07,0.0452,NA,NA,0,0,2e-06,2e-06,NA,0.138,0.603,0.661,1.111,1.18,0.355,0.171,0.53,0.466,0.716,0.94,0.472,0.838,1.326,2.089,0.796,0.645,0.503,NA,0,0,0.024,NA,1.267,0,0,0,0,0.007,0.046,0.797,0.385,NA,1.646,0.464,0.02,0.026,0,NA,NA,0.105,0,0.039,0,0,0,NA,NA,NA,NA,1.803,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,4.4
"36","ND00107",13.7,7.9,0.1,0.49,130,NA,NA,NA,NA,NA,NA,0,77.5,NA,0,0,545,0,NA,0,0.064,0.0014,0.013,0.097,0.141,0.049,0.00121,4.5e-05,NA,NA,1.1e-05,0.000525,6e-06,6e-06,0,0,0.00025,0.0033,NA,3e-07,3e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.0017,1.4e-05,0.000152,0.003255,0.00068,2e-04,3e-06,4e-07,0.0432,NA,NA,1e-06,0,3e-06,3e-06,0.0116,0.156,0.615,0.645,1.058,1.144,0.367,0.18,0.558,0.439,0.689,0.957,0.415,0.871,1.269,1.982,0.913,0.707,0.498,NA,0,0,0.061,NA,2.03,0,0,0,0,0,0.05,1.48,0.42,NA,3.25,1.85,0.04,0.03,0,NA,NA,0.29,0,0.02,0,0,0,NA,NA,NA,NA,3.56,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.025,1.025
"37","ND00108",14.6,14.4,1.5,1.2,188,NA,NA,NA,NA,NA,NA,0,68.3,NA,0,0,787,1.4,NA,0.2,0.073,0.00156,0.014,0.121,0.106,0.408,0.00101,4.5e-05,NA,NA,1.03e-05,0.000275,3e-06,3e-06,0,0,0.00037,0.0012,NA,1e-07,1e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.0017,1.7e-05,0.000197,0.002005,0.000726,0.000103,1.1e-05,4e-07,0.0432,NA,NA,4e-07,0,1.1e-05,1.1e-05,NA,0.117,0.572,0.729,1.142,1.16,0.323,0.127,0.673,0.497,0.764,1.003,0.462,0.792,1.263,2.201,0.811,0.902,0.534,NA,0,0,0.078,NA,4.094,0,0,0,0,0.037,0.133,3.045,0.813,NA,5.277,2.764,0.111,0,0,NA,NA,0.887,0,0,0,0,0,NA,NA,NA,NA,6.267,2.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.5
"38","ND00109",13.7,14.2,1.4,0.9,188,NA,NA,NA,NA,NA,NA,0,69.8,NA,0,0,787,1.4,NA,0.5,0.083,0.00092,0.01,0.12,0.12,0.44,0.0024,0.000148,NA,3.7e-05,1.35e-05,0.000475,6e-06,6e-06,0,0,0.00012,0.0045,NA,NA,4e-07,0,0,0,0,0,0,5e-05,0,0,0,0.0015,8e-06,0.000181,0.00194,0.000381,2.3e-05,1.1e-05,1.3e-06,0.0533,NA,NA,0,0,1.1e-05,1.1e-05,0.0037,0.101,0.546,0.629,1.071,1.176,0.304,0.122,0.61,0.483,0.651,0.883,0.367,0.704,1.272,2.196,0.682,0.651,0.505,NA,0,0,0.065,NA,4.143,0,0,0,0,0.02,0.102,2.539,1.015,NA,3.798,3.006,0.163,0.284,0.061,NA,NA,0.772,0,0.02,0,0.02,0.041,NA,NA,NA,NA,4.671,3.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.4
"39","ND00110",13.4,14.6,1.1,1.4,184,NA,NA,NA,NA,NA,NA,0,69.5,NA,0,0,770,0.8,NA,0.2,0.034,0.00138,0.011,0.103,0.114,0.423,0.0019,6.8e-05,NA,NA,1.33e-05,0.001725,2.1e-05,2.1e-05,0,0,0.00028,0.0027,NA,2e-07,2e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.0024,5.9e-05,0.000172,0.001481,0.000481,8e-05,3e-06,2.9e-07,0.0568,NA,NA,5e-07,0,3e-06,3e-06,NA,0.092,0.581,0.667,1.042,1.034,0.309,0.073,0.607,0.521,0.691,0.871,0.461,0.785,1.126,2.023,0.682,0.759,0.495,NA,0,0,0.07,NA,5.82,0,0,0,0.01,0.02,0.25,3.57,1.78,NA,5.89,1.46,0.07,0.06,0,NA,NA,0.46,0,0.07,0,0,0,NA,NA,NA,NA,6.48,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1.1
"40","ND00111",7.94,4.2,13.43,0.355,127,NA,NA,NA,NA,NA,NA,0,73.92,NA,0,0,531.5,0,NA,0.3,0.036,0.001585,0.009,0.067,0.075,0.0265,0.00085,4.1e-05,NA,NA,7.9e-06,0.0002625,3e-06,3e-06,0,0,0.00013,0.00165,NA,NA,1.5e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.00085,4.45e-05,8e-05,0.002496,0.000368,0.000125,3.65e-05,2e-07,0.02265,NA,NA,5e-07,3.45e-05,2e-06,6.05e-05,NA,0.093,0.3475,0.3725,0.625,0.6025,0.2095,0.1125,0.3365,0.252,0.4135,0.574,0.234,0.499,0.7515,1.195,0.5085,0.4235,0.302,NA,0,0,0.0305,NA,1.0235,0,0,0,0,0,0.025,0.7485,0.21,NA,1.662,0.9335,0.02,0.015,0,NA,NA,0.145,0,0.01,0,0,0,NA,NA,NA,NA,1.817,0.9685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.36,14.36
"41","ND00112",7.35,4.2,4.175,0.47,83,NA,NA,NA,NA,NA,NA,0,83.65,NA,0,0,347.5,0.785,NA,0.75,0.0385,0.00086,0.0115,0.0595,0.134,0.0245,0.00068,4.25e-05,NA,NA,5.85e-06,0.0398375,3e-06,8.2e-05,0.000775,0.0003495,0.000245,0.00165,NA,NA,1.5e-07,0,0,0.0001905,NA,NA,NA,NA,NA,NA,NA,0.0017,1.8e-05,8.85e-05,0.001791,0.000465,0.0001275,3.5e-06,2e-07,0.0265,NA,NA,4e-06,0,3.5e-06,3.5e-06,NA,0.0845,0.3265,0.346,0.5675,0.592,0.1925,0.102,0.3025,0.2415,0.3735,0.518,0.2205,0.4615,0.704,1.146,0.4795,0.3995,0.272,NA,0,0,0.0305,NA,1.0595,0,0,0,0,0.0015,0.0255,0.777,0.213,NA,1.683,1.0155,0.024,0.015,0,NA,NA,0.1455,0,0.01,0,0,0,NA,NA,NA,NA,1.839,1.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6375,4.6375
"42","ND00113",1.87,0.735,16.915,0.445,79.5,NA,NA,NA,NA,NA,NA,0,80.035,NA,0,0,332,0.905,NA,1.55,0.008,0.00044,0.0245,0.0625,0.1065,0.002,0.00043,7.3e-05,NA,NA,3.25e-06,0.039575,0,7.9e-05,0.000775,0.0003495,0.000205,0,NA,NA,0,0,0,0.0001905,NA,NA,NA,NA,NA,NA,NA,0.00085,1e-04,4.7e-05,0.001444,0.000315,8.9e-05,6.5e-06,0,0.0095,NA,NA,3.6e-06,0,6.5e-06,6.5e-06,NA,0.023,0.0665,0.078,0.1455,0.0695,0.038,0.0275,0.09,0.0705,0.1045,0.1375,0.046,0.1015,0.1905,0.418,0.0865,0.1065,0.09,NA,0,0,0,NA,0.1745,0,0,0.001,0.0075,0.0025,0.005,0.136,0.014,NA,0.2405,0.268,0.0095,0,0,NA,NA,0.001,0,0.0015,0,0,0,NA,NA,NA,NA,0.2435,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.03875,17.03875
"43","ND00114",6.155,3.2,3.565,0.59,69.5,NA,NA,NA,NA,NA,NA,0,86.49,NA,0,0,290,1.685,NA,0.45,0.0325,0.00051,0.013,0.069,0.16,0.027,0.00098,8.9e-05,NA,6e-05,6.1e-06,0.0212875,0,4.25e-05,0.000448,0.000121,0.000315,0.0051,NA,NA,4e-07,4.5e-06,0,0.0017635,0,7e-05,0,2e-05,0,0,0,0.00125,1.85e-05,0.0001055,0.0016465,0.000311,4.95e-05,8e-06,5.55e-07,0.0237,9.35e-06,0,2.35e-06,0,8e-06,8e-06,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.029,NA,0.8305,0,0,0,0,0,0.02,0.395,0.165,0,0.77,0.535,0.035,0.025,0,0,0,0.07,0.01,0.005,0,0,0.02,NA,NA,NA,NA,1.202,0.8905,0,0.005,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.005,NA,4.02,4.02
"44","ND00116",2.21,3.6,8.84,0.41,77,0.03,1.01,0.63,0.58,0,0.12,0,84.94,NA,0,0,321,2.34,0,1.3,0.017,0.00035,0.01,0.033,0.145,0.031,0.00038,3e-05,NA,0.00018,2.2e-06,0.12315,0,0.000246,0.002545,0.00081,0.00049,3e-04,NA,NA,0,1.1e-05,0.000627,5.1e-05,0,0.00017,0,3e-05,0,1e-05,0,2e-04,8e-06,4.8e-05,0.000789,9.9e-05,6.3e-05,6e-06,1.8e-07,0.0165,4e-07,0,5.2e-06,3e-06,3e-06,7e-06,0.0011,0.02,0.097,0.111,0.193,0.184,0.061,0.033,0.103,0.086,0.127,0.164,0.074,0.146,0.252,0.396,0.138,0.115,0.103,0.02,0,0,0.007,NA,0.87,0,0,0,0,0,0.07,0.47,0.3,0,0.71,0.14,0.03,0,0,0,0.02,0.07,0.02,0,0,0,0,0,NA,NA,NA,0.82,0.19,0.01,0.02,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.02,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,8.94,8.94
